"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] 01_pos_032823_066,[Mass] 02_pos_032823_071,[Mass] 03_pos_032823_084,[Mass] 04_pos_032823_085,[Mass] 05_pos_032823_074,[Mass] 06_pos_032823_082,[Mass] 07_pos_032823_080,[Mass] 08_pos_032823_088,[Mass] 09_pos_032823_093,[Mass] 10_pos_032823_090,[Mass] 11_pos_032823_064,[Mass] 12_pos_032823_075,[Mass] 13_pos_032823_072,[Mass] 14_pos_032823_092,[Mass] 15_pos_032823_091,[Mass] 16_pos_032823_077,[Mass] 17_pos_032823_063,[Mass] 18_pos_032823_065,[Mass] 19_pos_032823_089,[Mass] 20_pos_032823_081,[Mass] 21_pos_032823_067,[Mass] 22_pos_032823_068,[Mass] ISB_pos_032823_076,[Mass] PB_pos_032823_073,[RT] 01_pos_032823_066,[RT] 02_pos_032823_071,[RT] 03_pos_032823_084,[RT] 04_pos_032823_085,[RT] 05_pos_032823_074,[RT] 06_pos_032823_082,[RT] 07_pos_032823_080,[RT] 08_pos_032823_088,[RT] 09_pos_032823_093,[RT] 10_pos_032823_090,[RT] 11_pos_032823_064,[RT] 12_pos_032823_075,[RT] 13_pos_032823_072,[RT] 14_pos_032823_092,[RT] 15_pos_032823_091,[RT] 16_pos_032823_077,[RT] 17_pos_032823_063,[RT] 18_pos_032823_065,[RT] 19_pos_032823_089,[RT] 20_pos_032823_081,[RT] 21_pos_032823_067,[RT] 22_pos_032823_068,[RT] ISB_pos_032823_076,[RT] PB_pos_032823_073,[Height] 01_pos_032823_066,[Height] 02_pos_032823_071,[Height] 03_pos_032823_084,[Height] 04_pos_032823_085,[Height] 05_pos_032823_074,[Height] 06_pos_032823_082,[Height] 07_pos_032823_080,[Height] 08_pos_032823_088,[Height] 09_pos_032823_093,[Height] 10_pos_032823_090,[Height] 11_pos_032823_064,[Height] 12_pos_032823_075,[Height] 13_pos_032823_072,[Height] 14_pos_032823_092,[Height] 15_pos_032823_091,[Height] 16_pos_032823_077,[Height] 17_pos_032823_063,[Height] 18_pos_032823_065,[Height] 19_pos_032823_089,[Height] 20_pos_032823_081,[Height] 21_pos_032823_067,[Height] 22_pos_032823_068,[Height] ISB_pos_032823_076,[Height] PB_pos_032823_073,[Score (MFE)] 01_pos_032823_066,[Score (MFE)] 02_pos_032823_071,[Score (MFE)] 03_pos_032823_084,[Score (MFE)] 04_pos_032823_085,[Score (MFE)] 05_pos_032823_074,[Score (MFE)] 06_pos_032823_082,[Score (MFE)] 07_pos_032823_080,[Score (MFE)] 08_pos_032823_088,[Score (MFE)] 09_pos_032823_093,[Score (MFE)] 10_pos_032823_090,[Score (MFE)] 11_pos_032823_064,[Score (MFE)] 12_pos_032823_075,[Score (MFE)] 13_pos_032823_072,[Score (MFE)] 14_pos_032823_092,[Score (MFE)] 15_pos_032823_091,[Score (MFE)] 16_pos_032823_077,[Score (MFE)] 17_pos_032823_063,[Score (MFE)] 18_pos_032823_065,[Score (MFE)] 19_pos_032823_089,[Score (MFE)] 20_pos_032823_081,[Score (MFE)] 21_pos_032823_067,[Score (MFE)] 22_pos_032823_068,[Score (MFE)] ISB_pos_032823_076,[Score (MFE)] PB_pos_032823_073,[Score (Tgt)] 01_pos_032823_066,[Score (Tgt)] 02_pos_032823_071,[Score (Tgt)] 03_pos_032823_084,[Score (Tgt)] 04_pos_032823_085,[Score (Tgt)] 05_pos_032823_074,[Score (Tgt)] 06_pos_032823_082,[Score (Tgt)] 07_pos_032823_080,[Score (Tgt)] 08_pos_032823_088,[Score (Tgt)] 09_pos_032823_093,[Score (Tgt)] 10_pos_032823_090,[Score (Tgt)] 11_pos_032823_064,[Score (Tgt)] 12_pos_032823_075,[Score (Tgt)] 13_pos_032823_072,[Score (Tgt)] 14_pos_032823_092,[Score (Tgt)] 15_pos_032823_091,[Score (Tgt)] 16_pos_032823_077,[Score (Tgt)] 17_pos_032823_063,[Score (Tgt)] 18_pos_032823_065,[Score (Tgt)] 19_pos_032823_089,[Score (Tgt)] 20_pos_032823_081,[Score (Tgt)] 21_pos_032823_067,[Score (Tgt)] 22_pos_032823_068,[Score (Tgt)] ISB_pos_032823_076,[Score (Tgt)] PB_pos_032823_073,[Ions] 01_pos_032823_066,[Ions] 02_pos_032823_071,[Ions] 03_pos_032823_084,[Ions] 04_pos_032823_085,[Ions] 05_pos_032823_074,[Ions] 06_pos_032823_082,[Ions] 07_pos_032823_080,[Ions] 08_pos_032823_088,[Ions] 09_pos_032823_093,[Ions] 10_pos_032823_090,[Ions] 11_pos_032823_064,[Ions] 12_pos_032823_075,[Ions] 13_pos_032823_072,[Ions] 14_pos_032823_092,[Ions] 15_pos_032823_091,[Ions] 16_pos_032823_077,[Ions] 17_pos_032823_063,[Ions] 18_pos_032823_065,[Ions] 19_pos_032823_089,[Ions] 20_pos_032823_081,[Ions] 21_pos_032823_067,[Ions] 22_pos_032823_068,[Ions] ISB_pos_032823_076,[Ions] PB_pos_032823_073,
PE 34:2,C39 H74 N O8 P,715.5144,2.00,0,7.53,0.175,7861,24,0,87.8,11.8,4,11,715.5153,715.5149,715.5150,715.5151,715.5141,715.5152,715.5151,715.5143,715.5154,715.5140,715.5144,715.5133,715.5157,715.5144,715.5149,715.5158,715.5162,715.5139,715.5143,715.5148,715.5142,715.5137,715.5102,715.5105,7.508,7.514,7.551,7.528,7.505,7.546,7.534,7.523,7.550,7.525,7.514,7.540,7.554,7.536,7.535,7.530,7.533,7.569,7.550,7.519,7.545,7.511,7.531,7.393,7832,9145,10892,10909,7749,8140,8508,8521,8573,5092,5878,7207,9732,8638,8377,6805,14232,7451,10519,7528,9357,4014,2457,1116,,,,,,,,,,,,,,,,,,,,,,,,,83.36,81.12,72.48,76.41,77.29,66.95,77.00,77.30,66.98,78.47,80.82,65.23,69.55,66.18,68.39,57.20,87.78,66.24,72.99,77.31,76.74,74.62,53.91,57.82,9,11,9,8,9,7,11,8,8,8,11,10,10,11,10,9,10,8,9,9,10,10,7,4,
TG 16:0_17:1_18:1,C54 H100 O6,844.7516,0.48,0,13.96,0.101,17062,24,0,93.4,10.1,5,12,844.7515,844.7515,844.7514,844.7515,844.7515,844.7520,844.7515,844.7524,844.7520,844.7517,844.7518,844.7506,844.7513,844.7518,844.7526,844.7513,844.7517,844.7516,844.7516,844.7512,844.7518,844.7513,844.7521,844.7515,13.979,13.973,13.939,13.982,13.952,13.950,13.975,13.964,13.963,13.943,13.955,13.971,13.991,13.934,13.977,13.956,13.981,13.977,13.950,13.944,13.966,13.889,13.953,13.922,13660,22750,24926,17224,18367,24256,18145,17959,14763,16508,22125,11982,26404,15610,15521,13136,24244,23457,23090,12383,14530,14289,2338,1835,,,,,,,,,,,,,,,,,,,,,,,,,71.20,72.70,93.35,70.83,69.83,75.02,72.15,73.69,67.74,78.84,72.87,72.59,90.63,73.02,68.15,74.15,90.94,71.82,71.99,69.17,70.19,89.03,71.22,73.61,12,10,11,11,12,12,10,11,9,11,11,11,11,11,10,11,9,10,12,11,11,10,6,5,
TG 50:4,C53 H94 O6,826.7045,0.46,0,12.67,0.061,27717,22,2,96.8,11.5,10,14,826.7044,826.7048,826.7050,826.7041,826.7044,826.7046,826.7044,826.7048,826.7042,826.7045,826.7046,826.7041,826.7051,826.7044,826.7048,826.7037,826.7044,826.7047,826.7048,826.7039,826.7052,826.7047,,,12.661,12.683,12.656,12.648,12.684,12.653,12.680,12.697,12.680,12.681,12.660,12.669,12.673,12.660,12.666,12.659,12.675,12.659,12.700,12.671,12.681,12.640,,,17906,31728,29537,22815,25977,39577,29421,33752,23184,23916,28628,14222,34342,26665,17872,17861,48428,36041,51655,18285,20489,17493,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29,71.12,77.15,95.49,71.79,77.84,69.33,92.73,72.61,64.36,75.69,69.48,70.99,74.29,90.44,76.06,73.19,73.72,96.79,73.37,73.31,74.89,,,11,12,12,10,11,11,10,12,11,10,12,12,11,12,10,10,13,12,14,11,11,10,,,
TG 56:4,C59 H106 O6,910.7984,0.86,0,14.15,0.047,45225,24,0,78.9,9.6,5,15,910.7984,910.7973,910.7977,910.7983,910.7975,910.7982,910.7990,910.7985,910.7979,910.7986,910.7977,910.7981,910.7980,910.7985,910.7980,910.7984,910.7984,910.7985,910.7983,910.7974,910.7989,910.7989,910.8009,910.7998,14.140,14.139,14.155,14.155,14.152,14.145,14.153,14.147,14.130,14.138,14.138,14.154,14.146,14.162,14.166,14.151,14.142,14.144,14.150,14.156,14.144,14.157,14.120,14.139,43322,69558,61076,48751,39696,55415,50463,38814,41945,36404,60129,41730,71701,44502,36226,40139,53520,73162,68183,35295,43014,28892,1327,2156,,,,,,,,,,,,,,,,,,,,,,,,,78.92,76.00,66.12,74.93,72.57,75.97,69.91,76.97,63.31,74.16,70.17,71.43,78.61,69.92,71.77,69.40,73.27,69.89,77.95,64.19,78.48,73.91,58.12,50.75,12,13,13,14,14,14,13,12,12,12,13,11,13,15,11,11,12,11,13,11,14,10,5,5,
CE 20:5,C47 H74 O2,670.5685,0.42,0,12.67,0.097,24929,22,2,98.2,10.4,9,14,670.5684,670.5682,670.5689,670.5683,670.5690,670.5688,670.5685,670.5688,670.5686,670.5685,670.5686,670.5684,670.5684,670.5689,670.5683,670.5688,670.5686,670.5679,670.5685,670.5687,670.5682,670.5683,,,12.667,12.650,12.645,12.681,12.662,12.642,12.708,12.720,12.647,12.676,12.677,12.647,12.634,12.654,12.655,12.709,12.719,12.698,12.623,12.710,12.681,12.690,,,38008,23356,21178,31588,19540,25636,33177,30090,26700,18779,27188,30000,20657,26219,24126,18319,21426,19009,21897,25820,23466,22266,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16,78.83,82.53,75.60,78.15,83.03,95.22,98.23,81.20,73.26,76.62,96.89,85.73,79.22,80.37,83.00,91.35,70.92,86.71,96.77,73.33,71.14,,,12,11,11,13,11,11,14,12,11,10,13,13,12,11,11,9,11,12,13,11,12,10,,,
TG 16:0_16:0_18:0,C53 H102 O6,834.7670,0.38,0,14.42,0.037,21309,24,0,93.4,4.4,9,15,834.7669,834.7666,834.7669,834.7673,834.7674,834.7666,834.7671,834.7673,834.7669,834.7671,834.7668,834.7675,834.7673,834.7668,834.7671,834.7669,834.7672,834.7670,834.7667,834.7669,834.7667,834.7665,834.7662,834.7674,14.418,14.423,14.416,14.416,14.413,14.418,14.415,14.420,14.430,14.422,14.422,14.421,14.418,14.424,14.416,14.429,14.420,14.423,14.433,14.423,14.422,14.425,14.402,14.396,20517,19069,19506,18134,27147,25456,23020,21668,27082,20169,22813,21033,27731,19820,20585,19769,20607,28022,21092,22833,15477,20407,14210,15257,,,,,,,,,,,,,,,,,,,,,,,,,88.97,88.37,91.20,91.11,93.29,90.37,92.54,83.57,76.83,85.85,84.08,85.52,84.58,90.14,89.62,83.58,88.90,90.17,87.28,89.39,89.41,89.01,93.39,92.29,10,11,15,11,11,12,11,11,11,10,11,11,10,10,12,12,9,12,11,14,11,11,11,10,
PC 15:1_20:5,C43 H74 N O8 P,763.5201,4.77,0,6.62,0.070,115353,23,1,87.8,13.2,2,9,763.5134,763.5151,763.5225,763.5225,763.5224,763.5222,763.5224,763.5132,763.5224,763.5218,763.5228,763.5138,763.5223,763.5226,763.5225,763.5151,763.5226,763.5172,763.5226,763.5221,763.5225,763.5223,763.5162,,6.616,6.611,6.609,6.620,6.613,6.632,6.620,6.620,6.617,6.617,6.617,6.609,6.609,6.611,6.615,6.611,6.624,6.621,6.619,6.610,6.617,6.612,6.678,,176106,114781,104193,178831,96604,106092,153446,118290,175018,65060,142705,109859,133418,98679,99805,77341,211371,70898,177115,80418,95940,66473,697,,,,,,,,,,,,,,,,,,,,,,,,,,84.93,87.79,68.12,71.06,83.45,72.93,72.56,81.10,70.76,73.48,74.95,77.97,76.60,73.99,74.45,72.70,71.45,76.43,74.01,83.09,73.54,73.21,35.60,,6,6,6,6,9,9,5,5,7,7,8,5,7,9,8,5,7,5,7,9,8,6,2,,
PE 36:3,C41 H76 N O8 P,741.5392,2.93,0,7.30,0.126,2133815,22,2,74.2,15.7,5,10,741.5398,,741.5398,741.5398,741.5398,741.5397,741.5397,741.5398,741.5397,741.5396,741.5398,741.5396,741.5397,741.5397,741.5397,741.5397,741.5397,741.5395,741.5397,741.5396,741.5397,741.5397,741.5295,,7.319,,7.283,7.305,7.327,7.307,7.295,7.277,7.304,7.291,7.291,7.295,7.309,7.308,7.295,7.324,7.276,7.296,7.277,7.307,7.300,7.306,7.402,,3206979,,2272652,2768945,2131758,2040666,2911543,2357611,3079267,1321418,2437398,1462693,2728876,1923259,2071260,1617531,3996470,1177387,2914138,1426136,1805268,1289373,3319,,,,,,,,,,,,,,,,,,,,,,,,,,49.42,,53.51,63.90,59.26,74.15,60.92,39.43,57.10,58.99,53.34,53.39,57.67,52.54,70.21,52.35,56.93,57.57,45.59,44.39,41.62,60.81,67.32,,8,,7,8,7,8,8,7,8,7,9,8,9,8,9,8,8,10,7,8,9,6,5,,
TG 48:2,C51 H94 O6,802.7048,0.58,0,13.17,0.085,30114,23,1,98.3,14.2,8,13,802.7052,802.7045,802.7048,802.7054,802.7041,802.7049,802.7049,802.7044,802.7043,802.7050,802.7047,802.7048,802.7056,802.7055,802.7038,802.7043,802.7048,802.7049,802.7047,802.7050,802.7051,802.7048,802.7055,,13.156,13.161,13.162,13.170,13.173,13.148,13.175,13.198,13.174,13.170,13.155,13.197,13.173,13.221,13.233,13.171,13.170,13.154,13.156,13.155,13.149,13.181,13.167,,22209,31658,35764,27249,24843,52732,38362,37292,28425,32046,30449,22690,30682,29828,20253,16375,42572,39860,40187,28659,27452,29033,4007,,,,,,,,,,,,,,,,,,,,,,,,,,87.31,75.12,75.59,94.83,71.82,77.07,73.55,98.26,96.00,68.16,75.62,95.79,72.66,61.10,96.15,66.63,73.49,74.25,75.73,72.94,77.56,92.16,65.16,,10,12,12,11,11,13,12,12,11,11,10,11,11,10,11,10,13,11,12,11,12,11,8,,
ACar 16:3,C23 H39 N O4,393.2877,1.74,0,1.01,0.107,2674,23,1,97.3,10.8,1,5,393.2874,393.2889,393.2878,393.2868,393.2882,393.2881,393.2882,393.2881,393.2880,393.2876,393.2882,393.2862,393.2859,393.2879,393.2881,393.2875,393.2881,393.2880,393.2877,393.2880,393.2877,393.2870,393.2882,,1.014,1.008,1.019,1.016,1.021,1.007,1.015,1.007,1.011,1.009,1.013,1.017,1.012,1.024,1.019,1.017,1.012,1.003,1.013,1.013,1.018,1.003,1.110,,3122,1207,1394,2685,1176,2184,4511,2258,6552,2236,1188,1472,1232,1126,1444,1059,5661,2218,6501,6216,2764,2779,526,,,,,,,,,,,,,,,,,,,,,,,,,,80.43,83.60,81.40,96.41,88.05,84.25,86.00,87.33,87.33,86.05,82.80,84.80,72.12,83.65,87.85,79.59,90.23,94.48,97.34,96.74,91.97,81.16,53.47,,3,3,2,3,2,3,4,5,3,4,2,3,2,2,3,2,3,4,3,4,3,2,1,,
LPC 17:1/0:0,C25 H50 N O7 P,507.3323,1.22,0,1.88,0.042,4092,22,2,97.9,9.7,2,5,507.3319,507.3322,507.3321,507.3324,507.3318,507.3325,507.3332,507.3318,507.3316,507.3331,507.3313,507.3324,507.3333,507.3324,507.3318,507.3322,507.3326,507.3325,507.3328,507.3336,507.3313,507.3326,,,1.884,1.897,1.905,1.880,1.889,1.867,1.890,1.882,1.891,1.862,1.877,1.865,1.900,1.866,1.877,1.892,1.875,1.879,1.889,1.870,1.877,1.903,,,7130,3788,3307,5300,3625,2813,4383,3780,3717,2892,4650,3918,4306,3652,4247,3206,5515,3530,6205,4044,3094,2926,,,,,,,,,,,,,,,,,,,,,,,,,,,94.29,91.21,89.99,96.52,83.01,93.01,93.26,69.10,82.32,89.77,82.99,84.51,90.84,88.74,80.00,94.88,93.51,78.17,95.11,67.07,81.49,97.92,,,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,5,4,2,4,4,5,3,,,
Cer_NS d18:1_24:1,C42 H81 N O3,647.6214,0.53,0,10.66,0.103,13250,23,1,98.1,16.1,4,11,647.6212,647.6214,647.6213,647.6215,647.6216,647.6215,647.6214,647.6212,647.6225,647.6211,647.6211,647.6210,647.6211,647.6216,647.6214,647.6212,647.6214,647.6212,647.6220,647.6216,647.6215,647.6214,647.6217,,10.631,10.587,10.601,10.629,10.634,10.657,10.690,10.685,10.681,10.630,10.670,10.624,10.663,10.608,10.676,10.673,10.634,10.685,10.670,10.675,10.593,10.657,10.623,,15561,14276,10559,13038,10614,14338,15980,13697,14957,8940,17887,14409,19223,12719,11703,11180,18643,13185,17492,14685,10885,10046,736,,,,,,,,,,,,,,,,,,,,,,,,,,84.90,92.12,78.07,69.18,95.87,96.00,93.31,97.40,91.77,68.35,94.45,92.70,93.87,91.11,85.75,91.84,71.05,98.15,84.07,96.73,78.73,82.31,38.30,,9,11,8,8,7,10,11,8,9,9,8,8,9,8,10,8,10,9,9,9,9,9,4,,
SM d41:3,C46 H89 N2 O6 P,796.6422,3.15,0,7.34,0.230,11686,24,0,72.3,12.4,3,9,796.6405,796.6406,796.6406,796.6418,796.6415,796.6408,796.6415,796.6403,796.6413,796.6457,796.6416,796.6408,796.6416,796.6406,796.6416,796.6411,796.6414,796.6487,796.6418,796.6410,796.6416,796.6436,796.6432,796.6501,7.346,7.341,7.311,7.322,7.349,7.351,7.322,7.322,7.372,7.330,7.352,7.328,7.348,7.363,7.335,7.324,7.371,7.312,7.344,7.318,7.328,7.306,7.536,7.377,18100,11996,11135,17681,12190,11922,13067,14482,14761,9059,12932,10791,13095,13719,12819,11116,16406,8379,12936,11111,11093,9253,1438,1005,,,,,,,,,,,,,,,,,,,,,,,,,50.51,61.04,59.76,55.56,49.38,60.94,48.75,51.03,72.33,54.92,66.12,54.61,52.79,66.89,58.32,50.02,56.46,45.08,53.52,45.80,53.14,48.27,50.19,58.12,7,7,8,8,8,7,6,8,7,7,8,8,8,7,9,6,6,6,7,8,9,7,3,4,
LPC 20:2/0:0,C28 H54 N O7 P,547.3635,1.01,0,2.63,0.110,3569,23,1,97.3,9.7,2,6,547.3637,547.3628,547.3625,547.3633,547.3637,547.3639,547.3631,547.3627,547.3650,547.3643,547.3637,547.3634,547.3632,547.3635,547.3632,547.3630,547.3631,547.3637,547.3638,547.3634,547.3642,547.3634,547.3634,,2.659,2.631,2.652,2.632,2.629,2.648,2.631,2.636,2.668,2.655,2.647,2.620,2.620,2.631,2.619,2.645,2.638,2.633,2.625,2.616,2.631,2.607,2.717,,5153,3405,3022,4597,2759,2785,2856,1769,1899,1621,6132,7642,5725,5408,3263,3538,5329,2680,3683,3870,2420,2110,428,,,,,,,,,,,,,,,,,,,,,,,,,,97.32,81.44,92.79,86.22,87.53,97.14,95.39,80.49,79.34,78.54,85.83,90.20,88.55,82.39,90.24,89.99,92.21,75.05,87.24,80.09,68.99,73.16,70.12,,5,4,5,4,4,4,4,3,4,2,4,5,6,3,4,4,4,3,4,4,5,3,2,,
Cer_NS d18:1_24:0,C42 H83 N O3,649.6371,0.95,0,11.47,0.114,10960,23,1,97.6,14.7,4,10,649.6370,649.6370,649.6376,649.6360,649.6365,649.6374,649.6369,649.6372,649.6370,649.6376,649.6374,649.6370,649.6365,649.6363,649.6374,649.6368,649.6376,649.6377,649.6371,649.6366,649.6377,649.6367,649.6389,,11.532,11.460,11.473,11.469,11.462,11.419,11.496,11.491,11.459,11.431,11.437,11.491,11.515,11.509,11.499,11.452,11.457,11.525,11.421,11.509,11.473,11.497,11.425,,13026,10055,9473,9621,12928,11550,14587,11398,11397,9155,14085,10677,13850,11107,12237,11484,19595,10037,11585,7003,7417,9267,546,,,,,,,,,,,,,,,,,,,,,,,,,,92.81,72.72,65.99,68.81,94.34,95.00,94.33,89.92,76.43,82.06,96.97,97.58,92.89,92.35,87.45,80.61,96.65,94.05,84.90,84.91,69.79,86.85,49.22,,8,10,8,8,8,8,9,8,8,8,10,8,9,9,8,8,10,8,10,7,9,8,4,,
PC 36:0,C44 H88 N O8 P,789.6236,3.93,0,9.78,0.288,5355,24,0,95.2,20.8,1,7,789.6248,789.6236,789.6232,789.6251,789.6241,789.6236,789.6241,789.6243,789.6241,789.6255,789.6249,789.6247,789.6250,789.6251,789.6226,789.6226,789.6249,789.6253,789.6239,789.6252,789.6235,789.6251,789.6097,789.6223,9.841,9.764,9.784,9.750,9.783,9.800,9.778,9.801,9.875,9.791,9.791,9.839,9.784,9.757,9.780,9.783,9.788,9.779,9.807,9.780,9.747,9.795,9.586,9.626,9789,5198,5042,4671,4741,4825,5521,4545,7362,3566,6980,8253,5664,5172,4140,7270,7470,5197,7131,4406,4810,5767,460,561,,,,,,,,,,,,,,,,,,,,,,,,,92.91,77.09,65.07,79.16,71.45,61.97,72.07,72.71,88.13,66.48,65.66,95.21,73.79,58.33,64.77,78.29,74.57,63.43,87.80,53.91,72.38,69.15,24.59,56.03,5,5,6,5,5,5,5,5,6,4,6,4,5,7,4,4,5,5,5,5,5,4,2,1,
PC 14:0_22:6,C44 H76 N O8 P,777.5305,1.36,0,5.95,0.074,5574,22,2,82.4,10.8,3,6,777.5298,777.5313,777.5289,777.5316,777.5302,777.5308,777.5301,777.5311,777.5303,777.5294,777.5316,777.5280,777.5301,777.5303,777.5296,777.5329,777.5310,777.5304,777.5301,777.5318,777.5303,777.5307,,,5.959,5.981,5.923,5.950,5.955,5.947,5.934,5.939,5.957,5.937,5.960,5.950,5.932,5.958,5.907,5.921,5.955,5.975,5.927,5.941,5.934,5.946,,,6911,5722,4332,6604,4157,4517,9122,4567,5394,5159,5271,5883,7322,5413,5094,3553,7650,3654,6231,5450,6568,4063,,,,,,,,,,,,,,,,,,,,,,,,,,,63.44,58.90,81.04,63.40,62.70,64.44,61.70,69.41,65.05,77.37,65.48,82.45,57.83,74.72,62.92,69.52,66.38,74.77,72.71,79.44,68.97,79.71,,,5,3,6,5,3,4,3,4,3,6,3,3,4,5,5,3,5,5,4,6,4,4,,,
TG 18:1_18:1_21:1,C60 H110 O6,926.8291,1.01,0,14.31,0.044,25402,24,0,98.4,7.2,7,13,926.8278,926.8302,926.8288,926.8273,926.8293,926.8280,926.8301,926.8301,926.8286,926.8274,926.8296,926.8293,926.8297,926.8280,926.8302,926.8289,926.8302,926.8282,926.8297,926.8295,926.8303,926.8293,926.8292,926.8295,14.323,14.306,14.316,14.322,14.313,14.312,14.309,14.308,14.318,14.305,14.322,14.332,14.313,14.334,14.316,14.318,14.304,14.323,14.305,14.312,14.317,14.330,14.297,14.290,7429,118496,7594,6611,7298,3466,106685,100765,6115,2607,8852,5696,7533,6481,6173,5116,145772,8987,4882,6407,8250,9136,11340,7981,,,,,,,,,,,,,,,,,,,,,,,,,81.95,98.41,87.99,75.47,86.06,86.93,96.24,96.99,84.98,85.27,84.89,91.13,80.28,79.89,78.98,85.26,98.21,82.97,90.42,86.31,84.42,88.61,91.09,79.37,9,13,11,9,9,9,12,11,9,9,10,10,9,9,9,8,12,10,9,9,9,9,7,9,
TG 51:4,C54 H96 O6,840.7201,0.89,0,12.94,0.108,9597,22,2,90.4,13.5,8,11,840.7199,840.7211,840.7205,840.7211,840.7197,840.7195,840.7200,840.7197,840.7191,840.7207,840.7192,840.7205,840.7200,840.7204,840.7221,840.7194,840.7207,840.7195,840.7199,840.7196,840.7198,840.7210,,,12.934,12.905,12.951,12.931,12.945,12.937,13.014,12.909,12.947,12.931,12.949,12.925,12.984,12.932,12.916,12.982,12.942,12.921,12.917,13.004,12.926,12.963,,,5475,13129,12700,6619,8890,10343,11403,9390,8358,7102,10862,4930,19026,9200,5849,10095,12976,11075,12243,8625,6333,6531,,,,,,,,,,,,,,,,,,,,,,,,,,,64.39,79.94,63.86,61.05,70.63,65.64,85.43,71.21,55.30,62.22,70.84,67.26,88.87,66.37,70.97,90.35,70.31,75.92,73.26,88.21,66.10,64.30,,,8,10,11,9,10,9,9,10,8,9,10,8,11,10,10,9,10,10,11,8,9,9,,,
TG 16:0_18:0_18:0,C55 H106 O6,862.7983,0.65,0,14.55,0.053,20245,24,0,94.3,4.1,9,13,862.7982,862.7993,862.7986,862.7983,862.7976,862.7987,862.7974,862.7981,862.7986,862.7983,862.7997,862.7977,862.7986,862.7983,862.7978,862.7976,862.7972,862.7982,862.7985,862.7981,862.7985,862.7986,862.7985,862.7986,14.557,14.551,14.549,14.550,14.547,14.552,14.554,14.553,14.552,14.550,14.550,14.561,14.557,14.557,14.550,14.546,14.548,14.556,14.561,14.551,14.555,14.554,14.524,14.508,20135,22590,20884,20933,24542,18812,16040,25827,20835,18763,21804,17324,15767,19297,23070,20257,18956,26834,19766,24960,21683,18130,15293,13398,,,,,,,,,,,,,,,,,,,,,,,,,86.14,87.18,90.73,89.74,90.40,89.86,89.08,90.73,90.74,93.10,91.63,89.32,91.49,90.69,84.73,89.66,76.64,89.89,85.70,93.59,92.44,87.46,94.29,92.28,11,10,9,11,10,12,12,10,12,10,12,13,12,10,10,11,10,9,11,11,10,10,9,9,
TG 54:1,C57 H108 O6,888.8138,1.13,0,14.54,0.036,18378,24,0,92.5,7.2,4,15,888.8145,888.8142,888.8139,888.8120,888.8138,888.8134,888.8140,888.8137,888.8135,888.8137,888.8137,888.8122,888.8133,888.8133,888.8144,888.8143,888.8140,888.8137,888.8142,888.8145,888.8128,888.8121,888.8165,888.8158,14.540,14.534,14.533,14.527,14.536,14.541,14.537,14.536,14.535,14.533,14.533,14.544,14.529,14.541,14.538,14.535,14.543,14.534,14.539,14.534,14.544,14.542,14.519,14.508,12737,21622,19075,16446,17089,20223,19727,28776,25004,13418,14501,8862,23480,18191,20128,17720,16845,35697,15138,21492,28622,16767,4405,5131,,,,,,,,,,,,,,,,,,,,,,,,,86.02,91.36,91.75,85.03,86.04,87.91,87.54,83.14,86.34,80.60,89.65,75.26,92.50,82.08,86.58,87.06,89.81,88.51,82.19,86.04,80.05,82.52,67.85,71.65,15,12,13,10,13,13,14,11,10,13,10,11,11,11,13,11,14,11,11,11,11,8,4,5,
Cer_NS d18:1_22:0,C40 H79 N O3,621.6055,1.83,0,10.73,0.296,8529,24,0,96.6,20.9,1,10,621.6059,621.6056,621.6048,621.6055,621.6062,621.6050,621.6052,621.6063,621.6054,621.6062,621.6058,621.6060,621.6053,621.6060,621.6054,621.6048,621.6058,621.6050,621.6050,621.6054,621.6055,621.6049,621.6087,621.6016,10.754,10.737,10.734,10.785,10.678,10.718,10.701,10.696,10.742,10.764,10.759,10.763,10.758,10.758,10.732,10.701,10.740,10.802,10.704,10.692,10.721,10.712,10.506,10.708,10763,10660,7851,7821,11057,8421,13358,9608,11225,6682,11036,8132,11725,7781,7944,7367,15595,9015,12074,3915,6226,5424,472,564,,,,,,,,,,,,,,,,,,,,,,,,,90.72,92.80,70.31,86.33,91.05,72.69,78.28,93.50,86.28,62.03,90.10,80.08,81.01,91.95,69.36,91.34,96.63,83.39,83.60,65.06,53.69,70.40,45.77,34.19,7,7,8,8,8,9,9,8,8,6,9,8,8,8,8,7,10,8,8,7,7,7,1,2,
