RT,mz,Theo mz,Abundance,Lipid Class,Compound Name
8.639,772.5241,NA,5264,NA,NA
9.231,720.5898,NA,5262,NA,NA
16.279,838.8392,NA,5248,NA,NA
12.968,978.8433,NA,5239,NA,NA
9.567,838.6325,NA,5227,NA,NA
10.117,662.5723,NA,5220,NA,NA
7.851,910.5125,NA,5213,NA,NA
6.459,778.536,778.5381,5208,Phosphatidylcholine,PC 36:6
8.637,892.5294,NA,5197,NA,NA
7.741,848.5448,NA,5180,NA,NA
7.172,750.507,750.5068,5173,Phosphatidylethanolamine,PE 37:6
7.169,785.5149,NA,5172,NA,NA
1.853,532.384,NA,5152,NA,NA
0.547,260.1859,NA,5142,NA,NA
12.572,769.6313,769.6317,5136,Triacylglycerol,TG 44:2
14.603,862.8207,NA,5131,NA,NA
8.138,760.4859,NA,5128,NA,NA
14.722,880.8329,NA,5119,NA,NA
13.048,1493.9429,NA,5119,NA,NA
7.248,902.5782,NA,5115,NA,NA
14.723,1030.972,NA,5111,NA,NA
14.19,1430.011,NA,5103,NA,NA
13.007,1423.9613,NA,5096,NA,NA
14.36,810.7536,810.7545,5096,Triacylglycerol,TG 15:0_16:0_16:0
13.612,939.7428,NA,5089,NA,NA
12.449,845.657,NA,5088,NA,NA
16.277,770.8507,NA,5084,NA,NA
9.207,660.557,NA,5078,NA,NA
12.294,916.7377,NA,5065,NA,NA
10.664,832.6629,NA,5058,NA,NA
9.791,796.5855,NA,5056,NA,NA
8.069,834.5218,NA,5055,NA,NA
12.506,887.6519,NA,5044,NA,NA
14.799,471.452,NA,5040,NA,NA
10.762,806.6483,NA,5039,NA,NA
6.469,778.5415,778.5381,5026,Phosphatidylcholine,PC 36:6
3.575,738.4245,NA,5008,NA,NA
10.658,744.5909,NA,5005,NA,NA
8.679,844.5272,NA,4987,NA,NA
14.759,225.2093,NA,4987,NA,NA
8.221,1075.7256,NA,4973,NA,NA
10.446,698.255,NA,4971,NA,NA
14.647,1042.9727,NA,4965,NA,NA
16.274,634.8766,NA,4961,NA,NA
14.428,943.7255,NA,4956,NA,NA
0.529,246.1699,NA,4952,NA,NA
7.937,865.5224,NA,4945,NA,NA
8.049,577.5191,NA,4943,NA,NA
13.378,1002.8478,NA,4941,NA,NA
14.875,1263.1876,NA,4939,NA,NA
7.614,941.5333,NA,4936,NA,NA
7.615,876.47260000000006,NA,4930,NA,NA
8.856,844.6547,NA,4927,NA,NA
12.524,872.6836,NA,4923,NA,NA
4.037,422.3032,NA,4921,NA,NA
12.969,971.7805,NA,4882,NA,NA
8.627,560.5015,NA,4872,NA,NA
7.655,866.6421,NA,4870,NA,NA
0.543,496.2724,NA,4869,NA,NA
7.722,840.6223,NA,4868,NA,NA
7.036,859.5316,NA,4858,NA,NA
16.274,362.9266,NA,4841,NA,NA
10.443,903.6538,NA,4839,NA,NA
9.597,878.5853,NA,4836,NA,NA
14.586,857.7568,NA,4832,NA,NA
1.9,544.3393,544.3398,4829,Lysophophatidylcholine,LPC 20:4/0:0
10.114,773.6536,773.6531,4816,Sphingomyelin,SM d39:1
9.234,794.5694,794.5694,4797,Phosphatidylethanolamine,PE 40:5
1.809,664.4621,NA,4789,NA,NA
8.543,608.5233,608.5249,4784,Diacylglycerol,DG 16:1_18:2
8.585,879.6604,NA,4772,NA,NA
12.405,1012.836,NA,4768,NA,NA
7.96,784.4837,NA,4738,NA,NA
7.705,890.5179,NA,4738,NA,NA
13.607,929.6962,NA,4737,NA,NA
7.459,913.5311,NA,4733,NA,NA
16.059,368.4251,NA,4732,NA,NA
8.381,762.5594,NA,4726,NA,NA
8.918,740.5201,NA,4721,NA,NA
14.228,1046.9127,NA,4715,NA,NA
13.603,934.7861,934.7858,4711,Triacylglycerol,TG 17:1_18:1_22:6
14.373,783.7193,NA,4704,NA,NA
7.727,770.51,NA,4703,NA,NA
1.025,387.1927,NA,4697,NA,NA
5.753,749.4813,NA,4692,NA,NA
9.289,628.2334,NA,4689,NA,NA
16.034,471.452,NA,4683,NA,NA
9.899,603.5217,NA,4680,NA,NA
14.022,808.7389,NA,4671,NA,NA
13.158,1001.7552,1001.7569,4668,Triacylglycerol,TG 62:12
8.71,753.5882,NA,4667,NA,NA
12.498,871.6785,871.6786,4664,Triacylglycerol,TG 52:7
9.304,536.6127,NA,4652,NA,NA
8.314,911.5616,NA,4645,NA,NA
8.835,870.552,NA,4644,NA,NA
8.151,720.5545,NA,4642,NA,NA
8.942,874.4923,NA,4636,NA,NA
13.146,771.649,771.6473,4632,Triacylglycerol,TG 44:1
13.819,1427.9953,NA,4631,NA,NA
0.505,279.1911,NA,4623,NA,NA
7.985,917.5289,NA,4623,NA,NA
9.278,782.5693,782.5694,4617,Phosphatidylethanolamine,PE 39:4
14.236,778.591,NA,4613,NA,NA
7.783,520.4359,NA,4612,NA,NA
11.175,213.1636,NA,4606,NA,NA
9.414,1234.0216,NA,4604,NA,NA
7.419,1026.4903,NA,4574,NA,NA
12.016,945.6918,945.6943,4561,Triacylglycerol,TG 58:12
13.766,768.7063,768.7076,4540,Triacylglycerol,TG 14:0_14:0_16:0
14.023,855.6862,NA,4502,NA,NA
8.691,986.531,NA,4488,NA,NA
8.652,538.5199,538.5194,4487,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_16:0
16.112,614.4833,NA,4485,NA,NA
7.628,870.4392,NA,4481,NA,NA
13.481,977.7584,NA,4473,NA,NA
7.496,1149.7258,NA,4471,NA,NA
7.873,842.509,NA,4467,NA,NA
11.829,839.6675,NA,4462,NA,NA
7.867,978.4949,NA,4451,NA,NA
7.14,778.5339,NA,4446,NA,NA
1.12,313.3216,NA,4442,NA,NA
13.371,839.6537,NA,4440,NA,NA
9.638,624.2363,NA,4440,NA,NA
8.694,980.5128,NA,4439,NA,NA
7.459,912.5217,NA,4419,NA,NA
9.178,691.525,NA,4391,NA,NA
12.611,999.7429,999.7412,4387,Triacylglycerol,TG 62:13
0.666,500.3042,NA,4375,NA,NA
9.058,836.6084,NA,4370,NA,NA
12.348,861.6366,NA,4365,NA,NA
12.97,1052.8683,NA,4349,NA,NA
12.591,764.6726,NA,4346,NA,NA
13.889,1044.8944,NA,4331,NA,NA
14.733,1004.9578,NA,4330,NA,NA
9.287,605.4538,NA,4330,NA,NA
7.73,823.5287,NA,4319,NA,NA
11.268,630.6174,NA,4318,NA,NA
14.032,1035.9159,NA,4315,NA,NA
8.576,898.4893,NA,4298,NA,NA
13.767,920.7683,NA,4297,NA,NA
9.552,550.6282,NA,4288,NA,NA
13.422,1443.0061,1443.0061,4280,Cardiolipin,CL 70:6
11.245,817.6107,NA,4240,NA,NA
9.687,811.6704,811.6688,4239,Sphingomyelin,SM d42:3
10.41,816.6485,816.6477,4237,Phosphatidylcholine,PC 38:1
6.934,792.5516,792.5538,4234,Phosphatidylcholine,PC 37:6
8.912,942.4775,NA,4231,NA,NA
11.567,269.2269,NA,4226,NA,NA
10.577,647.4577,NA,4219,NA,NA
11.165,547.4471,NA,4218,NA,NA
8.668,890.5434,NA,4213,NA,NA
16.277,906.8237,NA,4213,NA,NA
5.049,702.2143,NA,4207,NA,NA
8.66,917.5545,NA,4200,NA,NA
11.539,834.6776,NA,4199,NA,NA
7.785,880.5073,NA,4198,NA,NA
12.106,751.764,NA,4193,NA,NA
12.233,895.6792,895.6786,4192,Triacylglycerol,TG 54:9
15.822,614.484,NA,4184,NA,NA
13.434,889.8096,NA,4182,NA,NA
11.818,883.7419,NA,4179,NA,NA
12.526,936.8011,NA,4178,NA,NA
3.869,554.1762,NA,4171,NA,NA
12.629,834.7578,NA,4169,NA,NA
8.099,531.5477,NA,4162,NA,NA
13.235,876.8055,NA,4162,NA,NA
12.796,837.6363,NA,4161,NA,NA
7.74,934.5057,NA,4155,NA,NA
7.623,944.4611,NA,4146,NA,NA
12.46,840.7066,NA,4139,NA,NA
13.827,979.7724,NA,4137,NA,NA
13.415,882.7542,NA,4134,NA,NA
7.026,788.5229,788.5225,4133,Phosphatidylethanolamine,PE 18:2_22:6
6.987,903.4957,NA,4132,NA,NA
7.971,867.6596,NA,4125,NA,NA
13.185,1054.8778,NA,4120,NA,NA
7.594,640.5873,NA,4117,NA,NA
4.67,851.5158,NA,4109,NA,NA
8.462,721.5075,NA,4103,NA,NA
10.468,832.2396,NA,4092,NA,NA
15.895,652.6704,NA,4082,NA,NA
9.311,838.6321,NA,4078,NA,NA
14.441,1017.7282,NA,4077,NA,NA
1.991,351.2338,NA,4077,NA,NA
11.173,199.148,NA,4073,NA,NA
8.377,746.5101,NA,4072,NA,NA
1.023,409.1754,NA,4069,NA,NA
6.738,754.5377,754.5381,4068,Phosphatidylcholine,PC 14:0_20:4
11.748,636.6296,636.6289,4050,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_23:0
7.389,745.5598,NA,4040,NA,NA
8.106,618.6527,NA,4032,NA,NA
14.079,941.7572,NA,4028,NA,NA
12.201,885.641,NA,4026,NA,NA
5.365,884.5426,884.5436,4014,Bismonoacylglycerophosphate,BMP 22:6_22:6
7.05,735.5035,NA,3999,NA,NA
12.389,943.7568,NA,3995,NA,NA
8.904,820.6199,NA,3994,NA,NA
8.032,603.536,NA,3985,NA,NA
8.133,803.6268,NA,3985,NA,NA
11.83,853.6817,NA,3985,NA,NA
9.72,760.2195,NA,3981,NA,NA
14.653,953.7925,NA,3975,NA,NA
8.051,856.5019,NA,3974,NA,NA
12.57,785.6042,NA,3970,NA,NA
7.9,802.6085,NA,3954,NA,NA
9.449,696.6491,NA,3944,NA,NA
7.167,857.515,NA,3938,NA,NA
8.656,833.0857,NA,3934,NA,NA
8.09,705.5919,705.5905,3931,Sphingomyelin,SM d34:0
15.143,529.4385,NA,3931,NA,NA
10.845,593.6006,NA,3930,NA,NA
1.845,301.1405,NA,3914,NA,NA
12.44,892.7382,NA,3910,NA,NA
8.402,722.5186,NA,3909,NA,NA
13.029,937.7264,NA,3908,NA,NA
8.688,912.5242,NA,3904,NA,NA
13.352,526.4318,NA,3894,NA,NA
3.444,588.4484,NA,3890,NA,NA
14.703,1016.9481,NA,3887,NA,NA
2.269,332.3308,NA,3886,NA,NA
13.511,1042.8807,NA,3874,NA,NA
8.551,818.5677,NA,3871,NA,NA
11.983,940.7397,NA,3870,NA,NA
8.175,786.5005,NA,3852,NA,NA
16.096,482.407,NA,3851,NA,NA
2.682,459.4527,NA,3848,NA,NA
11.741,723.7352,NA,3843,NA,NA
7.436,990.54,NA,3840,NA,NA
14.492,991.9296,NA,3821,NA,NA
13.212,890.8063,NA,3807,NA,NA
8.792,639.4927,NA,3796,NA,NA
3.873,559.1314,NA,3788,NA,NA
9.458,1260.0343,NA,3787,NA,NA
8.778,757.5544,NA,3785,NA,NA
2.681,454.2924,NA,3772,NA,NA
6.695,852.5514,NA,3753,NA,NA
0.509,262.165,NA,3744,NA,NA
15.361,614.4856,NA,3738,NA,NA
1.723,494.324,NA,3735,NA,NA
16.111,512.4156,NA,3729,NA,NA
9.376,702.5413,NA,3728,NA,NA
8.705,655.4702,NA,3727,NA,NA
8.684,1399.0739,NA,3716,NA,NA
7.96,690.5065,NA,3712,NA,NA
11.375,723.7334,NA,3710,NA,NA
7.399,766.5343,NA,3708,NA,NA
13.846,1480.0268,NA,3696,NA,NA
9.392,1482.9105,NA,3689,NA,NA
9.429,1061.7467,NA,3685,NA,NA
1.023,344.2796,NA,3664,NA,NA
15.996,522.465,NA,3661,NA,NA
10.194,339.2889,NA,3653,NA,NA
0.765,358.2276,NA,3639,NA,NA
11.367,709.7185,NA,3635,NA,NA
13.436,1042.8764,NA,3634,NA,NA
7.677,911.5563,NA,3627,NA,NA
6.634,553.3913,NA,3626,NA,NA
3.18,583.3251,NA,3621,NA,NA
11.177,175.1482,NA,3609,NA,NA
13.415,976.83,NA,3605,NA,NA
8.093,863.5666,NA,3601,NA,NA
13.033,880.7375,NA,3598,NA,NA
10.557,877.6401,NA,3588,NA,NA
13.041,1494.941,NA,3587,NA,NA
14.238,1015.7161,NA,3585,NA,NA
12.744,910.783,NA,3574,NA,NA
14.554,1040.9587,NA,3566,NA,NA
9.596,946.5726,NA,3566,NA,NA
8.478,587.4643,NA,3554,NA,NA
11.017,592.6761,NA,3551,NA,NA
10.291,659.5012,NA,3544,NA,NA
7.664,891.6586,NA,3538,NA,NA
14.7,934.912,NA,3530,NA,NA
0.552,462.2675,NA,3527,NA,NA
14.096,501.4089,NA,3518,NA,NA
8.656,795.5574,NA,3514,NA,NA
10.878,615.5804,NA,3505,NA,NA
3.47,505.3506,NA,3487,NA,NA
14.612,836.8047,NA,3486,NA,NA
3.552,461.322,NA,3484,NA,NA
0.539,261.0587,NA,3476,NA,NA
12.967,1440.994,1440.9904,3465,Cardiolipin,CL 70:7
10.441,971.6427,NA,3463,NA,NA
7.833,842.5655,NA,3459,NA,NA
6.887,809.517,NA,3456,NA,NA
2.016,448.3419,NA,3455,NA,NA
7.414,1094.481,NA,3454,NA,NA
11.041,645.5442,NA,3451,NA,NA
12.987,830.7227,NA,3446,NA,NA
7.044,818.5685,818.5694,3445,Phosphatidylcholine,PC 39:7
15.46,512.4157,NA,3440,NA,NA
14.613,638.6568,NA,3439,NA,NA
13.765,838.78510000000006,NA,3422,NA,NA
8.578,972.4917,NA,3421,NA,NA
6.994,846.5232,NA,3417,NA,NA
14.57,975.9774,NA,3415,NA,NA
9.079,831.6577,NA,3412,NA,NA
13.513,853.6689,NA,3411,NA,NA
0.594,162.1211,NA,3403,NA,NA
7.712,813.5237,NA,3400,NA,NA
9.273,862.6323,862.632,3398,Phosphatidylcholine,PC 42:6
0.869,162.1125,NA,3377,NA,NA
8.602,904.5014,NA,3359,NA,NA
3.688,440.4099,NA,3355,NA,NA
3.817,584.474,NA,3354,NA,NA
14.067,515.4241,NA,3351,NA,NA
12.831,880.7216,NA,3345,NA,NA
2.96,677.4585,NA,3340,NA,NA
8.095,885.5466,NA,3339,NA,NA
8.15,829.6442,NA,3328,NA,NA
3.755,511.5566,NA,3322,NA,NA
13.719,1044.8965,NA,3314,NA,NA
14.433,1004.8619,NA,3310,NA,NA
15.641,368.425,NA,3309,NA,NA
7.729,1002.5019,NA,3306,NA,NA
13.399,976.839,NA,3302,NA,NA
6.823,830.4928,NA,3302,NA,NA
3.191,368.353,NA,3299,NA,NA
8.17,775.5939,NA,3299,NA,NA
11.252,833.5827,NA,3299,NA,NA
8.905,1010.4636,NA,3294,NA,NA
9.144,624.6395,NA,3288,NA,NA
6.472,754.5366,754.5381,3286,Phosphatidylcholine,PC 16:1_18:3
9.386,1208.0026,NA,3285,NA,NA
12.42,910.7822,NA,3282,NA,NA
10.552,877.6352,NA,3282,NA,NA
8.343,550.2173,NA,3280,NA,NA
6.566,871.1803,NA,3277,NA,NA
13.821,1475.9897,NA,3275,NA,NA
5.173,506.4209,NA,3271,NA,NA
8.453,638.6082,NA,3263,NA,NA
8.496,1275.9275,NA,3257,NA,NA
1.79,708.4902,NA,3256,NA,NA
7.948,656.5263,NA,3246,NA,NA
12.148,864.7054,NA,3245,NA,NA
15.954,584.4734,NA,3244,NA,NA
1.774,752.5163,NA,3227,NA,NA
8.152,637.4805,NA,3208,NA,NA
7.926,988.6827,NA,3204,NA,NA
9.287,584.5248,NA,3193,NA,NA
13.07,856.7387,NA,3190,NA,NA
3.872,371.1009,NA,3181,NA,NA
8.007,637.4792,NA,3179,NA,NA
9.364,550.6283,NA,3174,NA,NA
13.555,906.7019,NA,3171,NA,NA
8.986,778.59,NA,3169,NA,NA
13.999,809.7417,NA,3165,NA,NA
0.528,302.1967,NA,3156,NA,NA
13.711,815.6495,NA,3152,NA,NA
7.41,1265.3259,NA,3150,NA,NA
8.839,1012.5387,NA,3133,NA,NA
7.04,929.5107,NA,3121,NA,NA
16.112,468.3901,NA,3121,NA,NA
8.412,780.6348,NA,3118,NA,NA
10.325,638.5757,638.5718,3115,Diacylglycerol,DG 18:1_18:1
11.315,526.4302,NA,3109,NA,NA
8.051,838.5582,838.5593,3097,Phosphatidylserine,PS 40:5
9.294,607.2094,NA,3094,NA,NA
1.801,258.2792,NA,3094,NA,NA
16.28,974.8099,NA,3086,NA,NA
9.488,1478.8676,NA,3078,NA,NA
9.449,337.2731,NA,3077,NA,NA
8.762,938.5401,NA,3073,NA,NA
7.909,799.5291,NA,3072,NA,NA
8.364,986.54,NA,3068,NA,NA
8.671,1212.8738,NA,3060,NA,NA
8.618,854.6267,NA,3053,NA,NA
16.148,556.4422,NA,3049,NA,NA
5.054,707.1688,NA,3045,NA,NA
12.169,869.6599,NA,3044,NA,NA
8.699,1048.5031,NA,3043,NA,NA
13.402,778.5889,NA,3038,NA,NA
0.515,184.0945,NA,3035,NA,NA
11.171,173.1325,NA,3025,NA,NA
8.857,1475.1025,NA,3018,NA,NA
8.84,960.5292,NA,3018,NA,NA
10.482,833.2403,NA,3013,NA,NA
5.031,506.4195,NA,2999,NA,NA
14.214,849.7302,NA,2997,NA,NA
12.941,926.8154,NA,2995,NA,NA
9.402,1208.0032,NA,2995,NA,NA
3.736,939.4899,NA,2994,NA,NA
15.988,512.4171,NA,2991,NA,NA
8.13,817.6421,NA,2989,NA,NA
8.062,916.4602,NA,2986,NA,NA
14.784,455.3879,NA,2983,NA,NA
15.838,600.4682,NA,2973,NA,NA
8.343,954.6038,NA,2970,NA,NA
7.714,826.6036,NA,2963,NA,NA
1.021,474.2982,NA,2960,NA,NA
8.664,820.58,NA,2959,NA,NA
9.302,1181.9885,NA,2957,NA,NA
4.557,429.2402,NA,2947,NA,NA
7.956,891.549,NA,2946,NA,NA
14.334,1048.9291,NA,2938,NA,NA
7.892,777.5453,NA,2938,NA,NA
12.193,835.6193,NA,2938,NA,NA
11.168,177.1637,NA,2933,NA,NA
0.953,516.3318,NA,2929,NA,NA
8.397,1249.9142,NA,2920,NA,NA
12.007,859.6211,NA,2915,NA,NA
3.466,384.3474,NA,2907,NA,NA
6.057,471.4162,NA,2892,NA,NA
1.157,387.3942,NA,2887,NA,NA
8.018,632.5258,NA,2886,NA,NA
8.92,948.4956,NA,2884,NA,NA
8.284,774.2534,NA,2883,NA,NA
1.365,396.3103,NA,2883,NA,NA
14.02,813.6952,813.6943,2881,Triacylglycerol,TG 47:1
7.384,794.5099,NA,2878,NA,NA
15.11,389.3972,NA,2876,NA,NA
13.546,905.6986,NA,2869,NA,NA
14.825,862.8581,NA,2861,NA,NA
11.173,187.1481,NA,2860,NA,NA
3.854,314.3422,NA,2859,NA,NA
8.661,868.6526,NA,2855,NA,NA
8.131,998.2863,NA,2849,NA,NA
6.529,826.5341,NA,2848,NA,NA
9.683,691.5236,NA,2845,NA,NA
11.174,159.1168,NA,2844,NA,NA
14.249,1002.845,NA,2843,NA,NA
16.035,443.3341,NA,2841,NA,NA
12.975,1445.9505,NA,2837,NA,NA
14.398,1406.0113,NA,2835,NA,NA
11.171,270.2404,NA,2831,NA,NA
7.411,980.4986,NA,2831,NA,NA
8.402,1325.9429,NA,2830,NA,NA
1.831,398.3269,NA,2830,NA,NA
11.18,201.1639,NA,2828,NA,NA
12.701,900.7989,NA,2820,NA,NA
5.054,723.1421,NA,2818,NA,NA
16.085,515.424,NA,2805,NA,NA
12.563,919.7584,NA,2805,NA,NA
8.154,843.5837,NA,2803,NA,NA
12.733,811.6231,NA,2800,NA,NA
8.465,838.6165,NA,2797,NA,NA
8.362,798.5977,NA,2787,NA,NA
11.117,906.26,NA,2774,NA,NA
14.741,1018.9723,NA,2774,NA,NA
12.082,809.6052,NA,2774,NA,NA
8.577,966.4778,NA,2770,NA,NA
10.29,685.5159,NA,2768,NA,NA
8.612,730.5393,730.5381,2766,Phosphatidylcholine,PC 32:2
5.781,797.1634,NA,2754,NA,NA
7.726,809.4916,NA,2753,NA,NA
5.162,823.4781,NA,2753,NA,NA
9.059,902.5864,NA,2752,NA,NA
14.212,843.6812,NA,2751,NA,NA
9.581,784.5839,NA,2749,NA,NA
6.052,315.2533,NA,2747,NA,NA
16.278,1042.7985,NA,2743,NA,NA
12.282,1036.8329,NA,2740,NA,NA
14.949,1331.2486,NA,2734,NA,NA
10.285,669.544,NA,2727,NA,NA
8.822,1006.5319,NA,2720,NA,NA
12.247,859.6192,NA,2720,NA,NA
12.833,885.6763,NA,2720,NA,NA
9.817,768.552,NA,2719,NA,NA
9.117,748.586,NA,2719,NA,NA
9.077,845.6742,NA,2719,NA,NA
9.319,774.5432,NA,2716,NA,NA
6.705,1177.7596,NA,2713,NA,NA
7.943,999.5141,NA,2712,NA,NA
14.187,867.8246,NA,2711,NA,NA
3.223,437.7924,NA,2707,NA,NA
12.967,1445.938,NA,2707,NA,NA
8.318,933.5446,NA,2703,NA,NA
6.242,652.515,NA,2701,NA,NA
12.182,843.645,843.6473,2700,Triacylglycerol,TG 50:7
11.178,666.6868,NA,2699,NA,NA
3.931,340.3934,NA,2697,NA,NA
12.125,788.6755,NA,2697,NA,NA
12.973,835.6816,NA,2689,NA,NA
1.967,411.0928,NA,2689,NA,NA
12.12,793.6337,NA,2679,NA,NA
8.777,848.5505,NA,2676,NA,NA
9.632,588.5321,NA,2669,NA,NA
11.354,905.6694,NA,2668,NA,NA
12.551,738.6607,NA,2664,NA,NA
9.206,686.5714,NA,2663,NA,NA
9.079,856.5036,NA,2662,NA,NA
12.095,895.6796,NA,2658,NA,NA
14.505,698.2564,NA,2655,NA,NA
14.647,1054.9743,NA,2654,NA,NA
8.358,914.5402,NA,2652,NA,NA
7.41,1100.4979,NA,2649,NA,NA
0.544,538.2822,NA,2648,NA,NA
14.191,1447.0362,1447.0374,2647,Cardiolipin,CL 70:4
8.463,744.59,NA,2646,NA,NA
15.473,310.2721,NA,2641,NA,NA
9.452,706.6352,NA,2638,NA,NA
12.277,922.6956,NA,2637,NA,NA
12.661,976.8274,NA,2633,NA,NA
11.366,604.6027,NA,2625,NA,NA
9.312,771.567,NA,2624,NA,NA
9.087,825.6215,NA,2619,NA,NA
11.165,573.463,NA,2619,NA,NA
15.563,399.3083,NA,2616,NA,NA
10.544,945.6268,NA,2616,NA,NA
10.49,646.6115,NA,2615,NA,NA
7.187,386.3781,NA,2610,NA,NA
8.594,828.6076,NA,2602,NA,NA
5.667,1191.7391,NA,2596,NA,NA
7.787,656.5222,NA,2592,NA,NA
0.68,451.1653,NA,2590,NA,NA
12.029,793.6284,NA,2589,NA,NA
8.678,804.6238,NA,2582,NA,NA
12.431,1026.8484,NA,2582,NA,NA
9.194,796.6198,NA,2572,NA,NA
8.862,816.5525,NA,2571,NA,NA
0.607,464.283,NA,2567,NA,NA
5.05,704.2107,NA,2564,NA,NA
9.091,718.5775,NA,2562,NA,NA
7.168,940.5241,NA,2560,NA,NA
14.143,666.6159,NA,2554,NA,NA
12.944,1078.8837,NA,2550,NA,NA
8.133,828.4734,NA,2548,NA,NA
14.413,900.7356,NA,2545,NA,NA
11.009,671.5578,NA,2545,NA,NA
9.285,792.5526,NA,2538,NA,NA
9.636,569.4317,NA,2534,NA,NA
8.907,805.6443,NA,2532,NA,NA
13.495,811.6784,NA,2529,NA,NA
10.288,1484.921,NA,2528,NA,NA
10.149,681.2281,NA,2527,NA,NA
5.758,1237.7092,NA,2524,NA,NA
5.783,778.2303,NA,2520,NA,NA
12.2,890.7249,NA,2520,NA,NA
0.531,276.1448,NA,2519,NA,NA
12.426,814.692,NA,2517,NA,NA
6.629,618.515,NA,2514,NA,NA
13.182,1069.349,NA,2507,NA,NA
8.316,941.5635,NA,2505,NA,NA
8.89,627.5346,NA,2498,NA,NA
9.278,590.4837,NA,2492,NA,NA
11.823,836.5916,NA,2492,NA,NA
0.552,160.0969,NA,2491,NA,NA
12.106,688.5995,NA,2490,NA,NA
15.892,536.4802,NA,2489,NA,NA
16.039,666.6866,NA,2488,NA,NA
8.359,1060.5417,NA,2487,NA,NA
0.488,169.9861,NA,2482,NA,NA
11.929,741.5997,741.6004,2478,Triacylglycerol,TG 12:0_12:0_18:2
3.266,510.3569,NA,2476,NA,NA
10.317,664.5876,NA,2476,NA,NA
10.031,767.535,NA,2470,NA,NA
15.213,368.4248,NA,2469,NA,NA
7.262,883.5241,NA,2462,NA,NA
7.449,890.5742,NA,2462,NA,NA
8.375,790.5308,NA,2460,NA,NA
0.996,382.295,NA,2459,NA,NA
8.86,1072.3085,NA,2459,NA,NA
7.871,1234.8211,NA,2457,NA,NA
11.937,736.6455,NA,2456,NA,NA
10.177,1186.0174,NA,2453,NA,NA
14.05,487.3923,NA,2452,NA,NA
7.648,651.5335,NA,2452,NA,NA
7.046,870.5203,NA,2447,NA,NA
14.749,1044.9857,NA,2447,NA,NA
11.939,767.6156,NA,2447,NA,NA
2.06,300.2895,NA,2435,NA,NA
7.615,1006.4324,NA,2434,NA,NA
13.081,861.6926,NA,2434,NA,NA
13.961,962.6921,NA,2431,NA,NA
11.172,157.1013,NA,2428,NA,NA
8.396,1054.5293,NA,2426,NA,NA
6.053,500.4665,NA,2424,NA,NA
11.729,874.3035,NA,2420,NA,NA
6.9,477.3924,NA,2419,NA,NA
6.999,914.5119,NA,2415,NA,NA
7.972,804.4874,NA,2411,NA,NA
3.605,524.3705,NA,2408,NA,NA
13.447,770.7081,NA,2398,NA,NA
12.094,632.6314,NA,2394,NA,NA
9.974,781.6757,NA,2393,NA,NA
14.447,551.5033,NA,2392,NA,NA
14.442,948.7216,NA,2391,NA,NA
7.356,924.2711,NA,2389,NA,NA
12.003,762.6596,NA,2388,NA,NA
15.354,225.2093,NA,2386,NA,NA
10.764,784.6646,NA,2380,NA,NA
14.564,1045.7611,NA,2378,NA,NA
0.725,316.2482,NA,2377,NA,NA
0.556,348.2116,NA,2376,NA,NA
10.622,680.5821,NA,2372,NA,NA
12.004,833.6041,NA,2367,NA,NA
7.429,952.5916,NA,2364,NA,NA
8.657,520.5097,NA,2354,NA,NA
7.744,760.628,NA,2353,NA,NA
13.383,1447.9595,NA,2353,NA,NA
1.02,488.3121,NA,2349,NA,NA
15.941,644.4946,NA,2345,NA,NA
7.915,930.6046,NA,2341,NA,NA
9.451,709.4977,NA,2339,NA,NA
2.789,270.3157,NA,2339,NA,NA
15.552,438.3798,NA,2333,NA,NA
8.008,940.4607,NA,2331,NA,NA
10.822,631.5535,NA,2329,NA,NA
6.559,873.1791,NA,2325,NA,NA
13.169,1066.8811,NA,2325,NA,NA
4.109,598.4883,NA,2304,NA,NA
14.507,667.6899,NA,2296,NA,NA
13.821,1445.0169,NA,2292,NA,NA
10.205,708.6504,NA,2289,NA,NA
10.482,733.7174,NA,2282,NA,NA
11.721,802.3889,NA,2281,NA,NA
11.865,935.6561,NA,2277,NA,NA
0.529,318.1914,NA,2274,NA,NA
12.405,1076.8605,NA,2273,NA,NA
16.274,1110.7885,NA,2271,NA,NA
7.252,872.5425,NA,2265,NA,NA
11.353,973.6576,NA,2264,NA,NA
3.07,485.1116,NA,2264,NA,NA
10.986,687.5327,NA,2263,NA,NA
9.411,728.5585,NA,2255,NA,NA
4.481,1279.7195,NA,2254,NA,NA
10.193,711.5152,NA,2253,NA,NA
9.082,924.492,NA,2252,NA,NA
10.942,774.3571,NA,2250,NA,NA
7.231,694.4972,NA,2250,NA,NA
16.799,474.8339,NA,2248,NA,NA
1.946,442.3503,NA,2247,NA,NA
7.947,1061.482,NA,2244,NA,NA
2.913,480.3079,NA,2243,NA,NA
8.039,771.5209,NA,2236,NA,NA
12.546,808.739,NA,2230,NA,NA
7.732,896.4724,NA,2226,NA,NA
0.548,334.1872,NA,2226,NA,NA
2.022,457.4362,NA,2226,NA,NA
13.852,1497.0526,NA,2220,NA,NA
14.247,959.8346,NA,2214,NA,NA
13.123,1475.9884,NA,2214,NA,NA
8.701,840.5761,NA,2213,NA,NA
12.351,884.7719,NA,2209,NA,NA
